title,date,subtitle,url
Hospital Standardised Mortality Ratios (HSMR),2018-04-25,"Ed Humpherson, Office for Statistics Regulation to Scott Heald, Information Services Division, NHS Scotland",https://www.statisticsauthority.gov.uk/correspondence/hospital-standardised-mortality-ratios-hsmr/
Statistics on health spending,2018-04-25,"Ed Humpherson, Office for Statistics Regulation to Tom Orford, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-health-spending/
The impact of immigration on house prices,2018-04-23,"Tom Brake MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/impact-of-immigration-on-house-prices/
Further reply on aid funding statistics,2018-04-20,"Ed Humpherson, Office for Statistics Regulation to Matthew Rycroft, Department for International Development",https://www.statisticsauthority.gov.uk/correspondence/further-reply-on-aid-funding-statistics/
Response on Oil and Gas Analytical Bulletin,2018-04-19,"Ed Humpherson, Office for Statistics Regulation to Lewis Macdonald, The Scottish Parliament",https://www.statisticsauthority.gov.uk/correspondence/response-on-oil-and-gas-analytical-bulletin/
Reply on aid funding statistics,2018-04-17,"Matthew Rycroft, Department for International Development to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/reply-on-aid-funding-statistics/
Response regarding statements on housing and publishing analysis,2018-04-13,"Ed Humpherson, Office for Statistics Regulation to Melanie Dawes, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-statements-on-housing-and-publishing-analysis/
Response concerning aid funding news release,2018-04-12,"Sir David Norgrove, UK Statistics Authority to Lloyd Russell-Moyle MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-concerning-aid-funding-news-release/
Response regarding aid funding news release,2018-04-12,"Ed Humpherson, Office for Statistics Regulation to Matthew Rycroft, Department for International Development",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-aid-funding-news-release/
Statistics on Income and Earnings,2018-03-29,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-income-and-earnings/
Response: Accident and Emergency Waiting Times in NHS Lothian,2018-03-29, to,https://www.statisticsauthority.gov.uk/correspondence/response-accident-and-emergency-waiting-times-in-nhs-lothian/
Universal Credit estimates,2018-03-29,"Ed Humpherson, Office for Statistics Regulation to Trevor Huddleston, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/universal-credit-estimates/
Update: Accident and Emergency Waiting Times in NHS Lothian,2018-03-28, to,https://www.statisticsauthority.gov.uk/correspondence/update-accident-and-emergency-waiting-times-in-nhs-lothian/
Health and social care update,2018-03-23,"Ed Humpherson, Office for Statistics Regulation to English Health Statistics Steering Group",https://www.statisticsauthority.gov.uk/correspondence/health-and-social-care-update/
Alcohol-Related Deaths: confirmation as National Statistics,2018-03-22,"Ed Humpherson, Office for Statistics Regulation to Debra Prestwood, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/alcohol-related-deaths-confirmation-as-national-statistics/
Fraud and computer misuse statistics: confirmation as National Statistics,2018-03-21,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/fraud-and-computer-misuse-statistics-confirmation-of-national-statistics/
Scottish Crime and Justice Survey: confirmation as National Statistics,2018-03-21,"Ed Humpherson, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/scottish-crime-and-justice-survey-confirmation-as-national-statistics/
Response on National Pupil Database Access,2018-03-21, to,https://www.statisticsauthority.gov.uk/correspondence/national-pupil-database-access/
National Pupil Database Access,2018-03-21, to,https://www.statisticsauthority.gov.uk/correspondence/response-on-national-pupil-database-access/
Response on police funding statements,2018-03-20,"Sir David Norgrove, UK Statistics Authority to Louise Haigh MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-on-police-funding-statements/
Police Funding Statements,2018-03-20,"Louise Haigh MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-funding-statements/
Quarterly Sector Accounts designation,2018-03-20,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/quarterly-sector-accounts-designation/
Northern Ireland Claimant Count: de-designation confirmation,2018-03-20,"Ed Humpherson, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/northern-ireland-claimant-count-de-designation-confirmation/
Northern Ireland Claimant Count: de-designation request,2018-03-20,"Siobhan Carey, Northern Ireland Statistics and Research Agency to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/northern-ireland-claimant-count-de-designation-request/
Response regarding ‘Early lntervention in Psychosis’,2018-03-19,"Sir David Norgrove, UK Statistics Authority to Norman Lamb MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-early-intervention-in-psychosis/
Response on Benefit Sanctions Statistics – update on developments,2018-03-16,"Ed Humpherson, Office for Statistics Regulation to Tom Davies, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/response-on-benefit-sanctions-statistics-update-on-developments/
Benefit Sanctions Statistics – update on developments,2018-03-15,"Tom Davies, Department for Work and Pensions to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/benefit-sanctions-statistics-update-on-developments/
NHS England’s official response to new research on’Early lntervention in Psychosis’,2018-03-15,"Norman Lamb MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/early-intervention-in-psychosis/
Oil and Gas Analytical Bulletin,2018-03-14,"Lewis Macdonald, The Scottish Parliament to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/oil-and-gas-analytical-bulletin/
Household projections in England,2018-03-14,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/household-projections-in-england/
Response on Progress 8 accountability measure,2018-03-09, to,https://www.statisticsauthority.gov.uk/correspondence/response-on-progress-8-accountability-measure/
Response to statements regarding school funding,2018-03-09,"Sir David Norgrove, UK Statistics Authority to Angela Rayner MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-statements-regarding-school-funding/
Third Annual Survey of Liaison Psychiatry in England,2018-03-08,"Ed Humpherson, Office for Statistics Regulation to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/third-annual-survey-of-liaison-psychiatry-in-england/
Mental health statistics: letter from Full Fact,2018-03-08,"Will Moy, Full Fact to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/mental-health-statistics-letter-from-full-fact/
Non-domestic rating: stock of properties and update of 2017 revaluation statistics,2018-03-07,"Ed Humpherson, Office for Statistics Regulation to Pedro Wrobel, Valuation Office agency",https://www.statisticsauthority.gov.uk/correspondence/voa-breach-report-letter/
Statistics on Housing and Planning in the UK,2018-02-27, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-planning-in-the-uk-2/
Statistics on Housing and Planning in the UK,2018-02-27, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-planning-in-the-uk/
Statistics on Housing and Planning in the UK,2018-02-27, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-planning-in-the-uk-5/
Statistics on Housing and Planning in the UK,2018-02-27, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-planning-in-the-uk-4/
Statistics on Housing and Planning in the UK,2018-02-27, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-planning-in-the-uk-3/
Statements regarding school funding,2018-02-13,"Angela Rayner MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-regarding-school-funding/
International migration roundtables summary,2018-02-12,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/international-migration-roundtables-summary/
Response on Accident and Emergency Statistics in England,2018-02-07, to,https://www.statisticsauthority.gov.uk/correspondence/response-on-accident-and-emergency-statistics-in-england/
Response to accident and emergency waiting time statistics,2018-02-05,"Sir David Norgrove, UK Statistics Authority to Carwyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/response-to-a-and-e-waiting-time-statistics/
Response to comments on Universal Credit,2018-02-02,"Sir David Norgrove, UK Statistics Authority to Simon Clarke, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-comments-on-universal-credit/
Response regarding comments on Universal Credit,2018-02-02,"Sir David Norgrove, UK Statistics Authority to Debbie Abrahams, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-comments-on-universal-credit/
Progress 8 accountability measure,2018-02-01, to,https://www.statisticsauthority.gov.uk/correspondence/progress-8-accountability-measure/
Response on mental health spending,2018-01-31,"Simon Stevens, NHS England to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-on-mental-health-spending/
Mental health spending,2018-01-31,"Ed Humpherson, Office for Statistics Regulation to Simon Stevens, NHS England",https://www.statisticsauthority.gov.uk/correspondence/mental-health-spending/
Accident and emergency waiting time statistics,2018-01-25,"Carwyn Jones, Welsh Government to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/a-and-e-waiting-time-statistics/
"Mental Health Act Statistics, Annual Figures",2018-01-22,"Ed Humpherson, Office for Statistics Regulation to Chris Roebuck, NHS Digital",https://www.statisticsauthority.gov.uk/correspondence/mental-health-act-statistics-annual-figures/
Accident and Emergency Statistics in England,2018-01-22, to,https://www.statisticsauthority.gov.uk/correspondence/accident-and-emergency-statistics-in-england/
